Date,Visitors,Month,Monthly_Rainfall_cm,Precipitation,SchoolBreak,DayOfWeek,IsWeekend,Predicted_Visitors,TotalRevenue,RevenuePerVisitor
2025-03-10,1918.0,3,8.5,0.2,0,0,0,1231.0818582958163,3398.42,1.7718561001042754
2025-03-11,987.0,3,8.5,0.0,0,1,0,1247.0610109373802,4076.33,4.130020263424519
2025-03-12,898.0,3,8.5,0.0,0,2,0,1325.369043947212,2888.17,3.2162249443207127
2025-03-13,1003.0,3,8.5,0.0,0,3,0,1403.6770769570437,3556.77,3.5461316051844465
2025-03-14,1815.0,3,8.5,0.0,0,4,0,1481.9851099668754,2978.82,1.641223140495868
2025-03-15,3774.0,3,8.5,0.0,0,5,1,3478.2963548944454,3151.9,0.8351616322204558
2025-03-16,3551.0,3,8.5,0.1,0,6,1,3587.768828088411,3906.14,1.1000112644325541
2025-03-17,2925.0,3,8.5,0.0,0,0,0,1168.7529779275485,3454.2,1.180923076923077
2025-03-18,2290.0,3,8.5,0.0,0,1,0,1247.0610109373802,3647.88,1.5929606986899565
2025-03-19,2103.0,3,8.5,0.0,0,2,0,1325.369043947212,3784.87,1.7997479790775082
2025-03-20,2782.0,3,8.5,0.2,0,3,0,1466.005957325311,3027.92,1.0883968368080519
2025-03-21,4048.0,3,8.5,0.0,0,4,0,1481.9851099668754,2431.2,0.600592885375494
2025-03-22,5161.0,3,8.5,0.0,0,5,1,3478.2963548944454,3101.34,0.6009184266614997
2025-03-23,2982.0,3,8.5,0.0,0,6,1,3556.604387904277,3236.78,1.085439302481556
2025-03-24,1139.0,3,8.5,0.3,0,0,0,1262.2462984799502,2936.55,2.5781826163301145
2025-03-25,1046.0,3,8.5,0.0,0,1,0,1247.0610109373802,3646.93,3.486548757170172
2025-03-26,1093.0,3,8.5,0.0,0,2,0,1325.369043947212,2985.06,2.7310704483074106
2025-03-27,1435.0,3,8.5,0.1,0,3,0,1434.8415171411775,2819.89,1.965080139372822
2025-03-28,3530.0,3,8.5,0.0,0,4,0,1481.9851099668754,3949.94,1.1189631728045326
2025-03-29,6865.0,3,8.5,0.0,0,5,1,3478.2963548944454,3066.24,0.44664821558630735
2025-03-30,3036.0,3,8.5,0.5,0,6,1,3712.4265888249465,2874.35,0.9467555994729907
2025-03-31,1104.0,3,8.5,0.0,0,0,0,1168.7529779275485,3390.09,3.0707336956521742
2025-04-01,1093.0,4,6.3,0.2,0,1,0,1281.4192068525942,4118.78,3.768325709057639
2025-04-02,1104.0,4,6.3,0.0,0,2,0,1297.3983594941585,3090.27,2.799157608695652
2025-04-03,1109.0,4,6.3,0.0,0,3,0,1375.70639250399,3116.03,2.809765554553652
2025-04-04,2308.0,4,6.3,0.0,0,4,0,1454.0144255138216,2762.78,1.197045060658579
2025-04-05,3734.0,4,6.3,0.0,0,5,1,3450.325670441392,3560.63,0.9535698982324585
2025-04-06,3114.0,4,6.3,0.0,0,6,1,3528.6337034512235,3020.64,0.970019267822736
2025-04-07,1119.0,4,6.3,0.0,0,0,0,1140.782293474495,2366.47,2.1148078641644323
2025-04-08,1452.0,4,6.3,0.3,0,1,0,1312.583647036728,3646.35,2.511260330578512
2025-04-09,970.0,4,6.3,0.0,0,2,0,1297.3983594941585,3069.88,3.1648247422680416
2025-04-10,989.0,4,6.3,0.0,0,3,0,1375.70639250399,2619.29,2.648422649140546
2025-04-11,1724.0,4,6.3,0.0,0,4,0,1454.0144255138216,2799.72,1.623967517401392
2025-04-12,3151.0,4,6.3,0.0,0,5,1,3450.325670441392,3258.77,1.0342018406854967
2025-04-13,1767.0,4,6.3,0.0,0,6,1,3528.6337034512235,3609.48,2.042716468590832
2025-04-14,995.0,4,6.3,0.0,0,0,0,1140.782293474495,3563.09,3.580994974874372
2025-04-15,1412.0,4,6.3,0.0,0,1,0,1219.0903264843266,4004.07,2.835743626062323
2025-04-16,1126.0,4,6.3,0.2,0,2,0,1359.727239862426,2803.77,2.4900266429840143
2025-04-17,1404.0,4,6.3,0.0,0,3,0,1375.70639250399,2976.73,2.120178062678063
2025-04-18,2319.0,4,6.3,0.0,0,4,0,1454.0144255138216,3620.24,1.5611211729193617
2025-04-19,3642.0,4,6.3,0.0,0,5,1,3450.325670441392,3141.64,0.8626139483800109
2025-04-20,2408.0,4,6.3,0.0,0,6,1,3528.6337034512235,5454.7,2.2652408637873753
2025-04-21,1164.0,4,6.3,0.0,0,0,0,1140.782293474495,3073.26,2.640257731958763
2025-04-22,1137.0,4,6.3,0.1,0,1,0,1250.2547666684604,3287.27,2.8911785400175902
2025-04-23,1191.0,4,6.3,0.0,0,2,0,1297.3983594941585,2685.92,2.2551805205709488
2025-04-24,1162.0,4,6.3,0.0,0,3,0,1375.70639250399,3081.27,2.651695352839931
2025-04-25,1877.0,4,6.3,0.0,0,4,0,1454.0144255138216,3205.26,1.7076505061267981
2025-04-26,3214.0,4,6.3,0.0,0,5,1,3450.325670441392,2665.91,0.8294679527069072
2025-04-27,3795.0,4,6.3,0.0,0,6,1,3528.6337034512235,3077.73,0.8109960474308301
2025-04-28,1066.0,4,6.3,0.0,0,0,0,1140.782293474495,2958.9,2.775703564727955
2025-04-29,976.0,4,6.3,0.0,0,1,0,1219.0903264843266,2628.1,2.6927254098360653
2025-04-30,825.0,4,6.3,0.0,0,2,0,1297.3983594941585,1918.77,2.325781818181818
