Date,Visitors,Month,Monthly_Rainfall_cm,Precipitation,SchoolBreak,DayOfWeek,IsWeekend,Predicted_Visitors,TotalRevenue
2025-04-11,1724.0,4,6.3,0.0,0,4,0,1454.0144255138216,2799.72
2025-04-12,3151.0,4,6.3,0.0,0,5,1,3450.325670441392,3258.77
2025-04-13,1767.0,4,6.3,0.0,0,6,1,3528.6337034512235,3609.48
2025-04-14,995.0,4,6.3,0.0,0,0,0,1140.782293474495,3563.09
2025-04-15,1412.0,4,6.3,0.0,0,1,0,1219.0903264843266,4004.07
2025-04-16,1126.0,4,6.3,0.2,0,2,0,1359.727239862426,2803.77
2025-04-17,1404.0,4,6.3,0.0,0,3,0,1375.70639250399,2976.73
2025-04-18,2319.0,4,6.3,0.0,0,4,0,1454.0144255138216,3620.24
2025-04-19,3642.0,4,6.3,0.0,0,5,1,3450.325670441392,3141.64
2025-04-20,2408.0,4,6.3,0.0,0,6,1,3528.6337034512235,5454.7
2025-04-21,1164.0,4,6.3,0.0,0,0,0,1140.782293474495,3073.26
2025-04-22,1137.0,4,6.3,0.1,0,1,0,1250.2547666684604,3287.27
2025-04-23,1191.0,4,6.3,0.0,0,2,0,1297.3983594941585,2685.92
2025-04-24,1162.0,4,6.3,0.0,0,3,0,1375.70639250399,3081.27
2025-04-25,1877.0,4,6.3,0.0,0,4,0,1454.0144255138216,3205.26
2025-04-26,3214.0,4,6.3,0.0,0,5,1,3450.325670441392,2665.91
2025-04-27,3795.0,4,6.3,0.0,0,6,1,3528.6337034512235,3077.73
2025-04-28,1066.0,4,6.3,0.0,0,0,0,1140.782293474495,2958.9
2025-04-29,976.0,4,6.3,0.0,0,1,0,1219.0903264843266,2628.1
2025-04-30,825.0,4,6.3,0.0,0,2,0,1297.3983594941585,1918.77
