Date,Visitors,Month,Monthly_Rainfall_cm,Is_School_Break
2024-01-01,0.0,1,5.3,False
2024-01-02,0.0,1,5.3,False
2024-01-03,2277.0,1,5.3,False
2024-01-04,2241.0,1,5.3,False
2024-01-05,2368.0,1,5.3,False
2024-01-06,6838.0,1,5.3,False
2024-01-07,2837.0,1,5.3,False
2024-01-08,1224.0,1,5.3,False
2024-01-09,1395.0,1,5.3,False
2024-01-10,995.0,1,5.3,False
